id,image_path,label,is_digital,type,full_path
000a27cd549647359deaa78721858877,train/000a27cd549647359deaa78721858877.jpeg,0,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\000a27cd549647359deaa78721858877.jpeg
000a3010ddea4e1d8eab2437d8915bd5,train/000a3010ddea4e1d8eab2437d8915bd5.jpeg,1,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\000a3010ddea4e1d8eab2437d8915bd5.jpeg
000b0df15e504699a6c2e41d62a5b5cf,train/000b0df15e504699a6c2e41d62a5b5cf.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\000b0df15e504699a6c2e41d62a5b5cf.jpeg
000b352feaa04340842f3e1e725ac8c8,train/000b352feaa04340842f3e1e725ac8c8.jpeg,0,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\000b352feaa04340842f3e1e725ac8c8.jpeg
000c096307014a55b963905b4ade4cd8,train/000c096307014a55b963905b4ade4cd8.jpeg,1,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\000c096307014a55b963905b4ade4cd8.jpeg
000d8e7c324247a3bccc80ad2814a2ce,train/000d8e7c324247a3bccc80ad2814a2ce.jpeg,1,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\000d8e7c324247a3bccc80ad2814a2ce.jpeg
000d99c6eaae491483afbff2ecb73bb3,train/000d99c6eaae491483afbff2ecb73bb3.jpeg,1,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\000d99c6eaae491483afbff2ecb73bb3.jpeg
000dfd2aa5824ce5bc3faefe29a2b348,train/000dfd2aa5824ce5bc3faefe29a2b348.jpeg,0,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\000dfd2aa5824ce5bc3faefe29a2b348.jpeg
000e6852a3f6426d9754e31a5ef92552,train/000e6852a3f6426d9754e31a5ef92552.jpeg,1,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\000e6852a3f6426d9754e31a5ef92552.jpeg
000ee902604c4a6087c086935a7c1c20,train/000ee902604c4a6087c086935a7c1c20.jpeg,1,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\000ee902604c4a6087c086935a7c1c20.jpeg
0010107385a44f1098ba4bc68f1c35a4,train/0010107385a44f1098ba4bc68f1c35a4.jpeg,1,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0010107385a44f1098ba4bc68f1c35a4.jpeg
00106a7ac03c4e62a692b07495943688,train/00106a7ac03c4e62a692b07495943688.jpeg,0,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00106a7ac03c4e62a692b07495943688.jpeg
001312e003a84c3d95422747997ff2cd,train/001312e003a84c3d95422747997ff2cd.jpeg,1,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001312e003a84c3d95422747997ff2cd.jpeg
0014a96a4983431abafbc60de5e355cf,train/0014a96a4983431abafbc60de5e355cf.jpeg,0,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0014a96a4983431abafbc60de5e355cf.jpeg
0014eb0f536e48a2a75f5b11fd729ac9,train/0014eb0f536e48a2a75f5b11fd729ac9.jpeg,0,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0014eb0f536e48a2a75f5b11fd729ac9.jpeg
0016392efbf44be6adfd19a306594394,train/0016392efbf44be6adfd19a306594394.jpeg,0,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0016392efbf44be6adfd19a306594394.jpeg
001769a4a19945f0bf42f7dd55a03899,train/001769a4a19945f0bf42f7dd55a03899.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001769a4a19945f0bf42f7dd55a03899.jpeg
0018f0454e9346b6a6dbd62d48d29e66,train/0018f0454e9346b6a6dbd62d48d29e66.jpeg,0,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0018f0454e9346b6a6dbd62d48d29e66.jpeg
001927d150fa4caabcb153f953b04ea7,train/001927d150fa4caabcb153f953b04ea7.jpeg,0,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001927d150fa4caabcb153f953b04ea7.jpeg
0019404f5943455894bb6edaa0f4c6fa,train/0019404f5943455894bb6edaa0f4c6fa.jpeg,0,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0019404f5943455894bb6edaa0f4c6fa.jpeg
0019a813e5a44b8289d4d21ce50bb7f8,train/0019a813e5a44b8289d4d21ce50bb7f8.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0019a813e5a44b8289d4d21ce50bb7f8.jpeg
001a6f5f793e4e49a93d1ab0625ce475,train/001a6f5f793e4e49a93d1ab0625ce475.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001a6f5f793e4e49a93d1ab0625ce475.jpeg
001bf759057044299371acf8fd00a0bb,train/001bf759057044299371acf8fd00a0bb.jpeg,0,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001bf759057044299371acf8fd00a0bb.jpeg
001cdb57f8d2436386844fce52a441bf,train/001cdb57f8d2436386844fce52a441bf.jpeg,0,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001cdb57f8d2436386844fce52a441bf.jpeg
001d744805b44207aff13532a6135c28,train/001d744805b44207aff13532a6135c28.jpeg,1,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001d744805b44207aff13532a6135c28.jpeg
001e4747d82e4502a1a447fca3f38196,train/001e4747d82e4502a1a447fca3f38196.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001e4747d82e4502a1a447fca3f38196.jpeg
001ec3a820c843b08e40939f035d0c40,train/001ec3a820c843b08e40939f035d0c40.jpeg,0,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001ec3a820c843b08e40939f035d0c40.jpeg
001f8c2e15f24aacab9d1dbdb7877cd1,train/001f8c2e15f24aacab9d1dbdb7877cd1.jpeg,1,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001f8c2e15f24aacab9d1dbdb7877cd1.jpeg
001f98b95c374340b4f4996ffa7fcfae,train/001f98b95c374340b4f4996ffa7fcfae.jpeg,0,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001f98b95c374340b4f4996ffa7fcfae.jpeg
001fe4c23169495f93e9ba02b93e4c1e,train/001fe4c23169495f93e9ba02b93e4c1e.jpeg,1,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001fe4c23169495f93e9ba02b93e4c1e.jpeg
0021758062ed4a109b8d965203a803bb,train/0021758062ed4a109b8d965203a803bb.jpeg,0,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0021758062ed4a109b8d965203a803bb.jpeg
0021b62a252248669a16bcaa8d2c1d15,train/0021b62a252248669a16bcaa8d2c1d15.jpeg,0,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0021b62a252248669a16bcaa8d2c1d15.jpeg
00239e9ab6de466eb3b3db9bdbaf260d,train/00239e9ab6de466eb3b3db9bdbaf260d.jpeg,0,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00239e9ab6de466eb3b3db9bdbaf260d.jpeg
002732cc669b4f1cba3e1e580ecf5f7e,train/002732cc669b4f1cba3e1e580ecf5f7e.jpeg,0,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\002732cc669b4f1cba3e1e580ecf5f7e.jpeg
00274669195947069423fe1f93a990d6,train/00274669195947069423fe1f93a990d6.jpeg,0,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00274669195947069423fe1f93a990d6.jpeg
0027c2e67339470fab5926790fe08e92,train/0027c2e67339470fab5926790fe08e92.jpeg,0,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0027c2e67339470fab5926790fe08e92.jpeg
00284c6100564cb985d7cede7f9e7014,train/00284c6100564cb985d7cede7f9e7014.jpeg,0,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00284c6100564cb985d7cede7f9e7014.jpeg
002961ebc7164f49a47a102bdbb5d802,train/002961ebc7164f49a47a102bdbb5d802.jpeg,1,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\002961ebc7164f49a47a102bdbb5d802.jpeg
002998f600f9426c94d008920398c4f3,train/002998f600f9426c94d008920398c4f3.jpeg,0,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\002998f600f9426c94d008920398c4f3.jpeg
002da0ae680b4efa8d9e3f3a494b0ee5,train/002da0ae680b4efa8d9e3f3a494b0ee5.jpeg,0,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\002da0ae680b4efa8d9e3f3a494b0ee5.jpeg
002f331d82ef4f52b764805fa223f67f,train/002f331d82ef4f52b764805fa223f67f.jpeg,0,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\002f331d82ef4f52b764805fa223f67f.jpeg
00306132f1ac4d6089bb0e357a947198,train/00306132f1ac4d6089bb0e357a947198.jpeg,1,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00306132f1ac4d6089bb0e357a947198.jpeg
0032049c1c294751bb17a9b47d6b6bc0,train/0032049c1c294751bb17a9b47d6b6bc0.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0032049c1c294751bb17a9b47d6b6bc0.jpeg
003227dd160648e2bb860c29bd528110,train/003227dd160648e2bb860c29bd528110.jpeg,1,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003227dd160648e2bb860c29bd528110.jpeg
003303bed6624071ba47a63202857c2c,train/003303bed6624071ba47a63202857c2c.jpeg,1,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003303bed6624071ba47a63202857c2c.jpeg
003367a09e7f45fabb5ac418d0d13e45,train/003367a09e7f45fabb5ac418d0d13e45.jpeg,0,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003367a09e7f45fabb5ac418d0d13e45.jpeg
0035029da23748c3af3ce3a92d5c6285,train/0035029da23748c3af3ce3a92d5c6285.jpeg,0,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0035029da23748c3af3ce3a92d5c6285.jpeg
00351f6a9f3f4b19aa5d44dc96d9fc2e,train/00351f6a9f3f4b19aa5d44dc96d9fc2e.jpeg,1,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00351f6a9f3f4b19aa5d44dc96d9fc2e.jpeg
00376fca239b412b86af444f0961e5d3,train/00376fca239b412b86af444f0961e5d3.jpeg,1,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00376fca239b412b86af444f0961e5d3.jpeg
003771910b5240c7a0d8a766b668eddf,train/003771910b5240c7a0d8a766b668eddf.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003771910b5240c7a0d8a766b668eddf.jpeg
003866e570cd42e5b664e6ac7f30065e,train/003866e570cd42e5b664e6ac7f30065e.jpeg,1,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003866e570cd42e5b664e6ac7f30065e.jpeg
003882302bb74b9eb230d11616554c60,train/003882302bb74b9eb230d11616554c60.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003882302bb74b9eb230d11616554c60.jpeg
00388c0ed03c4844b68171e94664997a,train/00388c0ed03c4844b68171e94664997a.jpeg,0,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00388c0ed03c4844b68171e94664997a.jpeg
003a66e496564d75b85c1edb1727dcef,train/003a66e496564d75b85c1edb1727dcef.jpeg,0,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003a66e496564d75b85c1edb1727dcef.jpeg
003a949d762448bdaa419a5f0c732fcc,train/003a949d762448bdaa419a5f0c732fcc.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003a949d762448bdaa419a5f0c732fcc.jpeg
003b4ce7068d4d72b92fa467c73342dd,train/003b4ce7068d4d72b92fa467c73342dd.jpeg,1,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003b4ce7068d4d72b92fa467c73342dd.jpeg
003bd38e927b4c5f9758228d359b67da,train/003bd38e927b4c5f9758228d359b67da.jpeg,0,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003bd38e927b4c5f9758228d359b67da.jpeg
003d2467b7dc4b08b937bb4a3723aa28,train/003d2467b7dc4b08b937bb4a3723aa28.jpeg,0,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003d2467b7dc4b08b937bb4a3723aa28.jpeg
003e49e4c274469bbfd55b4e708e142f,train/003e49e4c274469bbfd55b4e708e142f.jpeg,0,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003e49e4c274469bbfd55b4e708e142f.jpeg
003eb5b9bd07497d88ae109fd13f3476,train/003eb5b9bd07497d88ae109fd13f3476.jpeg,0,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003eb5b9bd07497d88ae109fd13f3476.jpeg
003f03a9eeb34b31a279671254903b86,train/003f03a9eeb34b31a279671254903b86.jpeg,1,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003f03a9eeb34b31a279671254903b86.jpeg
003f475f85264aba8b18c5b51f2f8c75,train/003f475f85264aba8b18c5b51f2f8c75.jpeg,0,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003f475f85264aba8b18c5b51f2f8c75.jpeg
00423cc886864261ad496e69d4918033,train/00423cc886864261ad496e69d4918033.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00423cc886864261ad496e69d4918033.jpeg
0043a9a8be7d42d7ba2dc5a0d2526d3f,train/0043a9a8be7d42d7ba2dc5a0d2526d3f.jpeg,1,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0043a9a8be7d42d7ba2dc5a0d2526d3f.jpeg
0043d295c2ca4b9892a8b3a2ef66137c,train/0043d295c2ca4b9892a8b3a2ef66137c.jpeg,1,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0043d295c2ca4b9892a8b3a2ef66137c.jpeg
00454e8be1c54521ae97e48fd369867e,train/00454e8be1c54521ae97e48fd369867e.jpeg,0,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00454e8be1c54521ae97e48fd369867e.jpeg
00479c4ba3904e90a463b982ffbfd920,train/00479c4ba3904e90a463b982ffbfd920.jpeg,0,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00479c4ba3904e90a463b982ffbfd920.jpeg
0047ee6207a74a959f89586f0d992c28,train/0047ee6207a74a959f89586f0d992c28.jpeg,0,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0047ee6207a74a959f89586f0d992c28.jpeg
00488e103c7c4950851eebcfe5e365e8,train/00488e103c7c4950851eebcfe5e365e8.jpeg,0,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00488e103c7c4950851eebcfe5e365e8.jpeg
0048b7426a614d70b9be34d45959abb3,train/0048b7426a614d70b9be34d45959abb3.jpeg,0,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0048b7426a614d70b9be34d45959abb3.jpeg
00496975d345468fb18b8d6a28e79d19,train/00496975d345468fb18b8d6a28e79d19.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00496975d345468fb18b8d6a28e79d19.jpeg
0049f25c5512416385b0ced6a7f15f11,train/0049f25c5512416385b0ced6a7f15f11.jpeg,0,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0049f25c5512416385b0ced6a7f15f11.jpeg
004bd2d07f9e4299822329c7a8a75d52,train/004bd2d07f9e4299822329c7a8a75d52.jpeg,0,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\004bd2d07f9e4299822329c7a8a75d52.jpeg
004c16c759114c35b96a842ea1d0cd18,train/004c16c759114c35b96a842ea1d0cd18.jpeg,0,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\004c16c759114c35b96a842ea1d0cd18.jpeg
004eedfc2dad48b2a4b3f7c2eea1c654,train/004eedfc2dad48b2a4b3f7c2eea1c654.jpeg,1,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\004eedfc2dad48b2a4b3f7c2eea1c654.jpeg
004f508ce2e84c3185cf408975936918,train/004f508ce2e84c3185cf408975936918.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\004f508ce2e84c3185cf408975936918.jpeg
0051060924d640c7b818da0d0afb93a7,train/0051060924d640c7b818da0d0afb93a7.jpeg,0,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0051060924d640c7b818da0d0afb93a7.jpeg
005196ff8bfc44e386a42206a387ae63,train/005196ff8bfc44e386a42206a387ae63.jpeg,0,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005196ff8bfc44e386a42206a387ae63.jpeg
0051c08a6847411489e81cae19862237,train/0051c08a6847411489e81cae19862237.jpeg,0,True,MAURITIUS/ID,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0051c08a6847411489e81cae19862237.jpeg
0051c9fd8b4a4a9da1e36230922d6546,train/0051c9fd8b4a4a9da1e36230922d6546.jpeg,1,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0051c9fd8b4a4a9da1e36230922d6546.jpeg
00528cb2aae9466d93840894c66d9319,train/00528cb2aae9466d93840894c66d9319.jpeg,1,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00528cb2aae9466d93840894c66d9319.jpeg
00533113f1e54c0cb2720c284341fbba,train/00533113f1e54c0cb2720c284341fbba.jpeg,0,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00533113f1e54c0cb2720c284341fbba.jpeg
00533e85742b4b5884e4606d2d6467b0,train/00533e85742b4b5884e4606d2d6467b0.jpeg,0,True,EGYPT/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00533e85742b4b5884e4606d2d6467b0.jpeg
0053a74384304b54952a5cbc6ad42ba9,train/0053a74384304b54952a5cbc6ad42ba9.jpeg,0,True,BENIN/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0053a74384304b54952a5cbc6ad42ba9.jpeg
0054a1437dba47d88d10ce8786422e7c,train/0054a1437dba47d88d10ce8786422e7c.jpeg,1,True,GUINEA/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0054a1437dba47d88d10ce8786422e7c.jpeg
0055741e18684cb6984f84c89242ca6d,train/0055741e18684cb6984f84c89242ca6d.jpeg,0,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0055741e18684cb6984f84c89242ca6d.jpeg
005593907f3e4f8884e1ccc8bebf8bcf,train/005593907f3e4f8884e1ccc8bebf8bcf.jpeg,0,True,MOZAMBIQUE/DL,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005593907f3e4f8884e1ccc8bebf8bcf.jpeg
