id,full_path,label
0014eb0f536e48a2a75f5b11fd729ac9,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0014eb0f536e48a2a75f5b11fd729ac9.jpeg,0
0016392efbf44be6adfd19a306594394,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0016392efbf44be6adfd19a306594394.jpeg,0
001769a4a19945f0bf42f7dd55a03899,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001769a4a19945f0bf42f7dd55a03899.jpeg,1
0018f0454e9346b6a6dbd62d48d29e66,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0018f0454e9346b6a6dbd62d48d29e66.jpeg,0
001927d150fa4caabcb153f953b04ea7,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001927d150fa4caabcb153f953b04ea7.jpeg,0
0019404f5943455894bb6edaa0f4c6fa,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0019404f5943455894bb6edaa0f4c6fa.jpeg,0
0019a813e5a44b8289d4d21ce50bb7f8,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0019a813e5a44b8289d4d21ce50bb7f8.jpeg,1
001a6f5f793e4e49a93d1ab0625ce475,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001a6f5f793e4e49a93d1ab0625ce475.jpeg,1
001bf759057044299371acf8fd00a0bb,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001bf759057044299371acf8fd00a0bb.jpeg,0
001cdb57f8d2436386844fce52a441bf,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001cdb57f8d2436386844fce52a441bf.jpeg,0
001d744805b44207aff13532a6135c28,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001d744805b44207aff13532a6135c28.jpeg,1
001e4747d82e4502a1a447fca3f38196,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001e4747d82e4502a1a447fca3f38196.jpeg,1
001ec3a820c843b08e40939f035d0c40,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001ec3a820c843b08e40939f035d0c40.jpeg,0
001f8c2e15f24aacab9d1dbdb7877cd1,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001f8c2e15f24aacab9d1dbdb7877cd1.jpeg,1
001f98b95c374340b4f4996ffa7fcfae,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001f98b95c374340b4f4996ffa7fcfae.jpeg,0
001fe4c23169495f93e9ba02b93e4c1e,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\001fe4c23169495f93e9ba02b93e4c1e.jpeg,1
0021758062ed4a109b8d965203a803bb,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0021758062ed4a109b8d965203a803bb.jpeg,0
0021b62a252248669a16bcaa8d2c1d15,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0021b62a252248669a16bcaa8d2c1d15.jpeg,0
00239e9ab6de466eb3b3db9bdbaf260d,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00239e9ab6de466eb3b3db9bdbaf260d.jpeg,0
002732cc669b4f1cba3e1e580ecf5f7e,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\002732cc669b4f1cba3e1e580ecf5f7e.jpeg,0
00274669195947069423fe1f93a990d6,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00274669195947069423fe1f93a990d6.jpeg,0
0027c2e67339470fab5926790fe08e92,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0027c2e67339470fab5926790fe08e92.jpeg,0
00284c6100564cb985d7cede7f9e7014,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00284c6100564cb985d7cede7f9e7014.jpeg,0
002961ebc7164f49a47a102bdbb5d802,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\002961ebc7164f49a47a102bdbb5d802.jpeg,1
002998f600f9426c94d008920398c4f3,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\002998f600f9426c94d008920398c4f3.jpeg,0
002da0ae680b4efa8d9e3f3a494b0ee5,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\002da0ae680b4efa8d9e3f3a494b0ee5.jpeg,0
002f331d82ef4f52b764805fa223f67f,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\002f331d82ef4f52b764805fa223f67f.jpeg,0
00306132f1ac4d6089bb0e357a947198,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00306132f1ac4d6089bb0e357a947198.jpeg,1
0032049c1c294751bb17a9b47d6b6bc0,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0032049c1c294751bb17a9b47d6b6bc0.jpeg,1
003227dd160648e2bb860c29bd528110,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003227dd160648e2bb860c29bd528110.jpeg,1
003303bed6624071ba47a63202857c2c,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003303bed6624071ba47a63202857c2c.jpeg,1
003367a09e7f45fabb5ac418d0d13e45,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003367a09e7f45fabb5ac418d0d13e45.jpeg,0
0035029da23748c3af3ce3a92d5c6285,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0035029da23748c3af3ce3a92d5c6285.jpeg,0
00351f6a9f3f4b19aa5d44dc96d9fc2e,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00351f6a9f3f4b19aa5d44dc96d9fc2e.jpeg,1
00376fca239b412b86af444f0961e5d3,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00376fca239b412b86af444f0961e5d3.jpeg,1
003771910b5240c7a0d8a766b668eddf,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003771910b5240c7a0d8a766b668eddf.jpeg,1
003866e570cd42e5b664e6ac7f30065e,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003866e570cd42e5b664e6ac7f30065e.jpeg,1
003882302bb74b9eb230d11616554c60,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003882302bb74b9eb230d11616554c60.jpeg,1
00388c0ed03c4844b68171e94664997a,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00388c0ed03c4844b68171e94664997a.jpeg,0
003a66e496564d75b85c1edb1727dcef,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003a66e496564d75b85c1edb1727dcef.jpeg,0
003a949d762448bdaa419a5f0c732fcc,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003a949d762448bdaa419a5f0c732fcc.jpeg,1
003b4ce7068d4d72b92fa467c73342dd,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003b4ce7068d4d72b92fa467c73342dd.jpeg,1
003bd38e927b4c5f9758228d359b67da,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003bd38e927b4c5f9758228d359b67da.jpeg,0
003d2467b7dc4b08b937bb4a3723aa28,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003d2467b7dc4b08b937bb4a3723aa28.jpeg,0
003e49e4c274469bbfd55b4e708e142f,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003e49e4c274469bbfd55b4e708e142f.jpeg,0
003eb5b9bd07497d88ae109fd13f3476,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003eb5b9bd07497d88ae109fd13f3476.jpeg,0
003f03a9eeb34b31a279671254903b86,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003f03a9eeb34b31a279671254903b86.jpeg,1
003f475f85264aba8b18c5b51f2f8c75,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\003f475f85264aba8b18c5b51f2f8c75.jpeg,0
00423cc886864261ad496e69d4918033,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00423cc886864261ad496e69d4918033.jpeg,1
0043a9a8be7d42d7ba2dc5a0d2526d3f,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0043a9a8be7d42d7ba2dc5a0d2526d3f.jpeg,1
0043d295c2ca4b9892a8b3a2ef66137c,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0043d295c2ca4b9892a8b3a2ef66137c.jpeg,1
00454e8be1c54521ae97e48fd369867e,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00454e8be1c54521ae97e48fd369867e.jpeg,0
00479c4ba3904e90a463b982ffbfd920,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00479c4ba3904e90a463b982ffbfd920.jpeg,0
0047ee6207a74a959f89586f0d992c28,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0047ee6207a74a959f89586f0d992c28.jpeg,0
00488e103c7c4950851eebcfe5e365e8,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00488e103c7c4950851eebcfe5e365e8.jpeg,0
0048b7426a614d70b9be34d45959abb3,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0048b7426a614d70b9be34d45959abb3.jpeg,0
00496975d345468fb18b8d6a28e79d19,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00496975d345468fb18b8d6a28e79d19.jpeg,1
0049f25c5512416385b0ced6a7f15f11,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0049f25c5512416385b0ced6a7f15f11.jpeg,0
004bd2d07f9e4299822329c7a8a75d52,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\004bd2d07f9e4299822329c7a8a75d52.jpeg,0
004c16c759114c35b96a842ea1d0cd18,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\004c16c759114c35b96a842ea1d0cd18.jpeg,0
004eedfc2dad48b2a4b3f7c2eea1c654,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\004eedfc2dad48b2a4b3f7c2eea1c654.jpeg,1
004f508ce2e84c3185cf408975936918,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\004f508ce2e84c3185cf408975936918.jpeg,1
0051060924d640c7b818da0d0afb93a7,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0051060924d640c7b818da0d0afb93a7.jpeg,0
005196ff8bfc44e386a42206a387ae63,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005196ff8bfc44e386a42206a387ae63.jpeg,0
0051c08a6847411489e81cae19862237,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0051c08a6847411489e81cae19862237.jpeg,0
0051c9fd8b4a4a9da1e36230922d6546,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0051c9fd8b4a4a9da1e36230922d6546.jpeg,1
00528cb2aae9466d93840894c66d9319,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00528cb2aae9466d93840894c66d9319.jpeg,1
00533113f1e54c0cb2720c284341fbba,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00533113f1e54c0cb2720c284341fbba.jpeg,0
00533e85742b4b5884e4606d2d6467b0,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00533e85742b4b5884e4606d2d6467b0.jpeg,0
0053a74384304b54952a5cbc6ad42ba9,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0053a74384304b54952a5cbc6ad42ba9.jpeg,0
0054a1437dba47d88d10ce8786422e7c,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0054a1437dba47d88d10ce8786422e7c.jpeg,1
0055741e18684cb6984f84c89242ca6d,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0055741e18684cb6984f84c89242ca6d.jpeg,0
005593907f3e4f8884e1ccc8bebf8bcf,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005593907f3e4f8884e1ccc8bebf8bcf.jpeg,0
00582d19696c47438fc12dcf956099f7,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00582d19696c47438fc12dcf956099f7.jpeg,1
0058c05ee8854cd781cd608a87fc58ab,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0058c05ee8854cd781cd608a87fc58ab.jpeg,0
0058ca1372874ebba003ee5498313205,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0058ca1372874ebba003ee5498313205.jpeg,1
005a504b49954fce8214486834f2dd27,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005a504b49954fce8214486834f2dd27.jpeg,0
005ad1e539104c678b10757f454fdce3,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005ad1e539104c678b10757f454fdce3.jpeg,1
005c4f7742584f669b62548f9180b9f0,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005c4f7742584f669b62548f9180b9f0.jpeg,1
005cd8e17d5144cead202bf04ac49f91,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005cd8e17d5144cead202bf04ac49f91.jpeg,0
005ce15067a640e98ca7c6e1baa73a97,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005ce15067a640e98ca7c6e1baa73a97.jpeg,0
005cfa58e81447079b7f16787ce44d26,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005cfa58e81447079b7f16787ce44d26.jpeg,0
005df6d8bc834e118c85ee2b3c20ef87,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005df6d8bc834e118c85ee2b3c20ef87.jpeg,0
005fa269947c4007bd83eebdff801dfb,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\005fa269947c4007bd83eebdff801dfb.jpeg,0
0061aae6738c4c9c9fa5df6f776010f9,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0061aae6738c4c9c9fa5df6f776010f9.jpeg,0
0062679fb4c94bc68ed910edb6337baf,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0062679fb4c94bc68ed910edb6337baf.jpeg,0
00628474321c4eb499d45773b9dc70d1,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00628474321c4eb499d45773b9dc70d1.jpeg,0
00647f8bd3b14115a45edba0ebdcdf5f,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00647f8bd3b14115a45edba0ebdcdf5f.jpeg,0
006490c90a134e3f80d3b69b439e5874,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\006490c90a134e3f80d3b69b439e5874.jpeg,0
0064ecced47341118be6de10386556fb,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0064ecced47341118be6de10386556fb.jpeg,0
006677b6ef0a47b08323cda621d4dc9b,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\006677b6ef0a47b08323cda621d4dc9b.jpeg,0
0068c52c2d3347de933d01f5176eaa91,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0068c52c2d3347de933d01f5176eaa91.jpeg,0
00693354050f4d6cab596948454e1056,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00693354050f4d6cab596948454e1056.jpeg,0
0069d50e2cdd442ea0d7e7b91cbb81d8,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0069d50e2cdd442ea0d7e7b91cbb81d8.jpeg,1
006a5eee03074ca191c327f0cf1f31c2,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\006a5eee03074ca191c327f0cf1f31c2.jpeg,0
006b12b2031845159f9118d664add4b6,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\006b12b2031845159f9118d664add4b6.jpeg,0
006cef5c5af5442cb17c3d449719b056,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\006cef5c5af5442cb17c3d449719b056.jpeg,1
006e6d2816644f888c101d629625fab7,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\006e6d2816644f888c101d629625fab7.jpeg,1
006f3865bdd840c1b18b6928c4518dfb,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\006f3865bdd840c1b18b6928c4518dfb.jpeg,1
00717842e6b543198024f0e4cfa6b688,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00717842e6b543198024f0e4cfa6b688.jpeg,1
0071854a464843308ea85e12c32d6ae6,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0071854a464843308ea85e12c32d6ae6.jpeg,1
0071cc169576422b8da7ecdb5617ff8c,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0071cc169576422b8da7ecdb5617ff8c.jpeg,1
0074506d5d6a4ab78bf5c8376bf08581,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0074506d5d6a4ab78bf5c8376bf08581.jpeg,1
007691ed6e524e1eac01a070529bf636,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\007691ed6e524e1eac01a070529bf636.jpeg,0
00779ef9cc4a47fb9024cc935a143625,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00779ef9cc4a47fb9024cc935a143625.jpeg,0
0079720ff54b44af9ecc760a7bd2c77f,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\0079720ff54b44af9ecc760a7bd2c77f.jpeg,1
007adeae3a67412fbd1592bbe793e399,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\007adeae3a67412fbd1592bbe793e399.jpeg,0
007b2deaf7a4424dbb10b019ed8cbe28,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\007b2deaf7a4424dbb10b019ed8cbe28.jpeg,0
007d8044416a4feab2831b032b3e5174,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\007d8044416a4feab2831b032b3e5174.jpeg,0
007f9ca0b35f4b93bdb62caa98f31952,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\007f9ca0b35f4b93bdb62caa98f31952.jpeg,0
00803f3be14c45fca48632e9cd0d52ca,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\00803f3be14c45fca48632e9cd0d52ca.jpeg,0
008040751161456b88a3d623a11ca35d,C:\Users\NXTWAVE\Downloads\Fraud Prediction\the-freuid-challenge-2026-ijcai-ecai\train\train\008040751161456b88a3d623a11ca35d.jpeg,0
