tta_pass_1,tta_pass_2,tta_pass_3,tta_pass_4,tta_pass_5,id,tta_mean,tta_median,final_score
2.3187853e-05,6.41026e-05,2.3187853e-05,1.38572195e-05,7.230824e-07,00725159e0914ad9a015633a9340a0a1,2.5011721e-05,2.3187853e-05,2.446456e-05
0.9999752,0.9999082,0.9999726,0.99997365,0.99995697,00772ea662f64a09b44bc72266b71f03,0.9999574,0.9999726,0.999962
0.9999567,0.999897,0.99997437,0.9999511,0.9998307,0092b29c3e8d4d91b46de7438827fbd5,0.999922,0.9999511,0.99993074
0.0009728905,0.0025484033,0.001352738,0.0012211872,0.00029260578,009bbbd04f434c42b6fabecae7bbab19,0.001277565,0.0012211872,0.0012606517
0.00049625774,0.05461435,0.0025140368,0.00051674445,0.00795447,009caf748582422f881034706e168aa0,0.013219172,0.0025140368,0.010007631
0.99949646,0.9954555,0.99868387,0.99959666,0.9978796,009cd8af56eb42e8a98d72feb71fd691,0.9982225,0.99868387,0.9983609
0.99997115,0.9998741,0.9999794,0.99997306,0.9998629,00aaa277480343648c9125c4cf1bd46a,0.9999321,0.99997115,0.99994385
0.9999279,0.99987125,0.9999428,0.9999349,0.999969,00ae20288dd048f189bef630801f8ff7,0.99992925,0.9999349,0.999931
0.99989665,0.99986947,0.9998801,0.999403,0.9999627,00af1893f30243a09b711607d13f00a8,0.9998024,0.9998801,0.9998257
0.9999789,0.9999949,0.9999894,0.9999726,0.99999046,00ca986c9e7941bdac7cee5523cd1861,0.99998534,0.9999894,0.9999865
8.979032e-05,2.3517023e-05,3.783596e-05,0.00011261726,0.00020352652,00d24a03a0124c4a9c391aa06d77d137,9.345742e-05,8.979032e-05,9.2357295e-05
0.9999987,0.9999919,0.99999845,0.9999987,0.99999774,00d53f6d1aca4cf68efa265a5282c25e,0.999997,0.99999845,0.99999744
0.0045794495,0.0006063848,0.0016083891,0.0050812396,0.0025170494,00db27af3372487f949dcd9f879ce15d,0.0028785025,0.0025170494,0.0027700667
0.9999695,0.99997866,0.99998,0.9999645,0.99997425,00e441c8537a4f0582afcff6cc29ee4c,0.9999733,0.99997425,0.99997354
1.4515807e-05,1.0042067e-05,6.386231e-06,8.6111495e-06,5.5407814e-05,00ea3f0aedeb4fe99f6a8b7d20d52611,1.8992614e-05,1.0042067e-05,1.630745e-05
0.9999349,0.99996376,0.99999833,0.99978024,0.99997854,00f611ea0bf14a3cb327fb2942ea19c9,0.99993116,0.99996376,0.999941
8.284553e-05,7.5357116e-06,2.795738e-06,9.41961e-05,1.1509826e-06,00f9c416f99f4843aeca8d7eda774c3d,3.7704813e-05,7.5357116e-06,2.8654082e-05
0.99997663,0.9999691,0.9999784,0.9999771,0.999833,0102f13193a040398db813b550345b0a,0.9999469,0.99997663,0.9999558
0.0006379086,0.077330515,0.0048435363,0.0016043085,0.04906635,011ea373ea374a639c8d59b395f20f45,0.026696524,0.0048435363,0.020140627
8.4901585e-05,0.00011467643,0.0003470125,9.676367e-05,0.00094586995,0123f066a495452ab5f35c63096afa0a,0.00031784485,0.00011467643,0.00025689433
0.0007278478,0.00011198075,6.363181e-05,0.0008860746,3.0028836e-05,013246c659084fcc9d046de6d1d20bba,0.00036391275,0.00011198075,0.00028833316
0.99986446,0.999933,0.99979585,0.9998988,0.9993716,01436b193ef54b17a670e76010905491,0.9997727,0.99986446,0.99980026
0.9999927,0.9999839,0.9999927,0.9999926,0.9999689,0148c650eb514b60bdf6e15fbd234105,0.9999862,0.9999926,0.99998814
0.00016474075,0.00015374935,6.0075945e-05,0.00026744712,0.00017139592,01492b38b28e431b8d493be3f514e58a,0.00016348183,0.00016474075,0.00016385951
0.9993598,0.9993284,0.9974717,0.999474,0.99480695,01540048183f41869d7fb9710cb1aa09,0.9980882,0.9993284,0.9984603
0.00027533583,0.001664638,0.00085018686,0.00029804595,0.0011436403,015dc25ade144949bcc82f0b80696107,0.00084636937,0.00085018686,0.0008475146
5.193059e-06,2.5346906e-05,8.616284e-06,8.048601e-06,4.5390393e-06,01623278d546493b957be839d61064b7,1.0348778e-05,8.048601e-06,9.658725e-06
2.0081185e-05,5.019304e-06,2.4094984e-06,3.8556464e-05,2.4482768e-05,0162a656815447e2a5f35cc51e6e7c03,1.8109844e-05,2.0081185e-05,1.8701247e-05
0.9999682,0.99996054,0.9999702,0.9999716,0.9998399,0172bbbbc80b41d48b5b7f8ef429dea2,0.9999421,0.9999682,0.99994993
0.99998426,0.99996114,0.9999082,0.99999,0.99998474,0188db002dbd47a5889591a962d4a85b,0.99996567,0.99998426,0.9999713
0.9999747,0.99996376,0.9999747,0.9999728,0.99993193,0189577b2447439cbf034e159f8b027e,0.9999636,0.9999728,0.9999663
0.99957806,0.99899834,0.99953175,0.99954385,0.9996587,018d77cc1c334bc292c59dc1a1be848e,0.9994621,0.99954385,0.9994866
0.00035035357,0.00041986498,0.00043214698,0.00032631194,0.0019778258,018db7bac99b4704b13101ae74e3f603,0.0007013006,0.00041986498,0.00061686995
0.9999939,0.99997306,0.9999664,0.9999944,0.9999901,0190e06099d54d439f530a5cf69aae9b,0.9999835,0.9999901,0.99998546
0.00044164172,0.0007540384,0.00050034805,0.0007257793,0.0029501629,01ae100655a340018adb8c9c71e429f1,0.001074394,0.0007257793,0.00096980954
3.5750494e-05,3.473719e-05,9.231505e-06,4.900024e-05,5.283042e-05,01b541ade96c4799b375bb163c5269ae,3.630997e-05,3.5750494e-05,3.6142126e-05
2.2397684e-05,2.8896654e-06,3.5626003e-05,7.587364e-05,2.3982422e-05,01c8bfec87d24f27b7f2ccd885ecd308,3.2153883e-05,2.3982422e-05,2.9702445e-05
0.9999498,0.9999527,0.9999498,0.9999615,0.99989414,01ca37bc23094720ad5ba9c13b2134c0,0.9999415,0.9999498,0.999944
1.3031588e-05,5.410829e-06,0.00018222893,2.1413518e-05,0.00011464473,01d094fa44b54e63a4cfaf957cb7dcc2,6.734592e-05,2.1413518e-05,5.35662e-05
0.99997854,0.9999652,0.9999771,0.9999734,0.99991333,01d47d359b7d4875a152518f20c9ea61,0.9999615,0.9999734,0.9999651
0.99998,0.9999776,0.9999869,0.9999826,0.9999877,02241269c6b042148f8586b810546845,0.99998295,0.9999826,0.99998283
5.134014e-07,1.0226821e-07,6.3540604e-08,3.1720856e-07,5.8840374e-06,022e5fc132c048a68a3d40d0ba63c261,1.3760912e-06,3.1720856e-07,1.0584264e-06
2.6870592e-05,1.971996e-05,3.221017e-06,4.9251007e-06,1.7575569e-05,023c434022b44944bfffa72bcc63d05e,1.4462447e-05,1.7575569e-05,1.5396385e-05
0.9971825,0.99883336,0.9994555,0.99734986,0.99920803,023d85dbb4f94fb5b384dc3adf41909f,0.9984058,0.99883336,0.9985341
0.99999726,0.9999951,0.99999714,0.99999654,0.99998844,0247748f95414ac296de401e36d5ba39,0.99999493,0.99999654,0.99999547
0.0002048246,0.0001985466,4.510275e-05,0.00027662405,2.8530372e-05,025129171a1149c5b011bfb24c83ad52,0.00015072567,0.0001985466,0.00016507195
0.99992716,0.9998784,0.9999238,0.99993587,0.9991736,025b7dc0953c4429bf2d3056a588d422,0.9997678,0.9999238,0.9998146
6.2739905e-06,7.664206e-05,6.126119e-06,6.584967e-06,5.168982e-06,025eb1bf697e4d14973d55c288a85490,2.0159225e-05,6.2739905e-06,1.5993654e-05
4.3877235e-06,7.4640985e-07,1.5348618e-05,4.239846e-06,1.1990891e-05,026d2af3c0fd4e65b95c8cda4be734a0,7.3426977e-06,4.3877235e-06,6.4562055e-06
0.9999906,0.99999714,0.99999464,0.9999919,0.9998994,026dfbea2b964d76986f5c6b1ec2fc5f,0.9999747,0.9999919,0.99997985
0.9999851,0.9999819,0.99998593,0.9999876,0.99997306,02810a24c2054009afbed1ba9658fda5,0.99998266,0.9999851,0.9999834
8.921924e-05,1.3469595e-05,1.1044662e-05,8.92778e-05,0.000116987714,0281ecd40ebb4ed9a24c7c50ca4f56eb,6.39998e-05,8.921924e-05,7.1565635e-05
1.8454151e-05,0.00014274416,0.0001609454,2.554458e-05,3.8836926e-05,028355dbe2c849479d4650c8dd2b8c7f,7.730505e-05,3.8836926e-05,6.5764616e-05
0.0003725093,0.000502134,0.00035058477,0.00031531753,0.0009252773,028f1b41f1614f0dac3490b33d7cff4e,0.0004931646,0.0003725093,0.000456968
2.5043423e-06,3.283561e-05,2.8879492e-06,2.085542e-06,0.00019155291,02961319ba4340ed88047d7d28014d2c,4.637327e-05,2.8879492e-06,3.3327673e-05
0.0018961411,0.10157267,0.0024224482,0.0024000965,0.019365346,0297137b196e47bda6389bcbe33148aa,0.02553134,0.0024224482,0.018598674
0.9999727,0.9996152,0.9998754,0.9999691,0.99897194,02a34cc4857e4933a23c9776b5a40b65,0.9996809,0.9998754,0.9997392
0.00022835401,0.00089438807,0.00014949747,0.00020085875,6.512579e-05,02bd1d32b6ff4bd39974370af9b73f9b,0.0003076448,0.00020085875,0.000275609
0.9998635,0.99995863,0.9994697,0.99987924,0.9999262,02d69df9f71e41a6b68bd9a3f1135c9d,0.99981946,0.99987924,0.9998374
0.012193209,0.023639983,0.00596875,0.005168636,0.022710523,02dacbf515ce4ed5bd46e4b41c7a30e4,0.01393622,0.012193209,0.013413316
0.09122857,0.042854983,0.08925806,0.27289486,0.009703815,02db7c33b8da423b86634e43d367904e,0.10118806,0.08925806,0.09760906
0.0024638332,0.017529847,0.002226358,0.004423483,0.74551755,02ebf1467cbf4080afa2041532ec89b4,0.1544322,0.004423483,0.10942959
0.005025385,0.007429079,0.005025385,0.024990402,0.02215564,02f1089c679141228200afa4eb3f7f01,0.012925178,0.007429079,0.0112763485
0.99996793,0.9999807,0.999977,0.999969,0.9999771,02f41b8f3a3d465398b0969348b5a150,0.99997437,0.999977,0.99997514
0.00015091366,0.00021920553,0.00023440522,0.00023208837,0.00048217087,02f54ef06f5942b2b7527eef2a2df54d,0.00026375672,0.00023208837,0.0002542562
0.9999858,0.9997402,0.9999926,0.9999926,0.72139764,02ffe8cc5cf94860b92b6b05f6b586f2,0.9442218,0.9999858,0.960951
0.9999609,0.9999893,0.9999193,0.9996573,0.9997186,0305844e43ac412c98b05dfd909cf923,0.999849,0.9999193,0.9998701
0.0008050324,0.0028465346,0.0015026482,0.000687626,0.0059526404,0305d7214c79470fa567a0086037c17f,0.0023588962,0.0015026482,0.0021020218
0.9999956,0.9999976,0.99997675,0.99999547,0.9999553,030816bde0f146e292cd46d80a54bc84,0.99998415,0.99999547,0.99998754
0.00011504862,0.00018408184,0.00056306535,0.000160276,0.00024046926,030eeba58feb46c685badad8e0ddf663,0.00025258822,0.00018408184,0.00023203631
1.3424596e-05,8.864555e-06,8.41482e-06,1.8539191e-05,2.1095557e-05,0313e31ef7314235a6fca55135f8a57f,1.4067744e-05,1.3424596e-05,1.3874799e-05
0.99992144,0.99998784,0.9999181,0.9999083,0.9998337,03213df23da944b182eabfc1acfaa49b,0.9999139,0.9999181,0.9999152
0.13240868,0.8275374,0.5912187,0.170997,0.6224486,032673f451a44748a753a2735bb3518a,0.46892208,0.5912187,0.50561106
0.0016526734,0.0023719019,0.00056260213,0.001675057,5.7432655e-05,0337dc6299174241a564bea12955fa16,0.0012639335,0.0016526734,0.0013805554
1.809491e-05,9.806508e-06,1.809491e-05,9.3901135e-06,4.204706e-06,033d8257b5a140ad9399fe5e7996407b,1.191823e-05,9.806508e-06,1.1284713e-05
0.99999285,0.9999795,0.999985,0.999992,0.99998283,03415b94a74c48bb9defd7c8b1ea6829,0.99998647,0.999985,0.99998605
1.08193135e-05,4.7317876e-06,4.4280278e-06,3.1318025e-06,3.1886811e-06,0344577270864feda4834e2064c6d4dc,5.2599225e-06,4.4280278e-06,5.0103545e-06
0.9950492,0.99885654,0.9957118,0.9948619,0.9897141,0347efb55cfe4ecaa82dfc7f9d699416,0.9948387,0.9950492,0.9949019
7.278677e-05,2.9287035e-05,3.4555538e-05,4.471897e-05,0.000303156,0364df250d3c4eaabc221d12da5eb27a,9.690086e-05,4.471897e-05,8.12463e-05
0.99997973,0.99998784,0.99995804,0.9999782,0.99992037,03691bb229444c8aa9d13fa95efd3bb9,0.99996483,0.9999782,0.9999688
6.9818575e-06,3.960466e-05,1.8165038e-05,6.273913e-06,6.10376e-05,0378ca90244142c2b904b908ac589272,2.6412614e-05,1.8165038e-05,2.393834e-05
0.9998659,0.9998903,0.9999583,0.9999044,0.9996203,037c1ff414c5445c8dc76285911295da,0.99984777,0.9998903,0.9998605
0.9997931,0.9999386,0.9997931,0.99986494,0.99964416,038d511b44fd4be29a877e3b0fc335cb,0.99980676,0.9997931,0.9998027
9.6552976e-05,0.00027639736,7.462252e-05,0.0001876435,0.00020859251,03919f3c776b4ac4881cd6f42b268a73,0.00016876178,0.0001876435,0.0001744263
0.0004569952,0.00016144724,8.371097e-05,0.00052804506,0.001278316,0395c25243cb48be88dbc2a15183a24e,0.0005017029,0.0004569952,0.00048829056
4.099786e-05,2.5337651e-05,1.0335897e-06,4.057302e-05,3.0500485e-05,039e5d2ef632470488c2030f16ffc57c,2.768852e-05,3.0500485e-05,2.853211e-05
5.1786614e-05,1.9923908e-05,6.8448775e-05,2.588088e-05,6.388766e-05,039eb9d67b0b4e5d8f4d79413bc08e92,4.5985566e-05,5.1786614e-05,4.772588e-05
0.0020002287,0.004102379,0.00061878475,0.0018741657,0.0022241052,03bec4840c154160bf4e32ded5ef90b3,0.0021639327,0.0020002287,0.0021148215
0.00015817433,9.3217284e-05,0.0002453295,0.00011252622,0.00084626203,03d27709d39b4940a50b09e55c35e7fa,0.00029110187,0.00015817433,0.0002512236
0.99993134,0.9999355,0.9999281,0.9999603,0.9997726,03d52483fcd9422498da30be2e80906d,0.9999056,0.99993134,0.99991333
0.001988374,0.0007078558,0.00010656566,0.0023307267,0.0022853264,03dca44e067a48b1bb665331cdec8c76,0.0014837696,0.001988374,0.001635151
0.000803423,0.0006362449,0.0065046274,0.0010616377,0.0030052473,03dd6ca1b7554b93985b7e4e892b6a2a,0.0024022362,0.0010616377,0.0020000567
5.529897e-05,8.973828e-07,6.325547e-07,3.0886236e-05,2.008709e-06,03dfab5a58744f2595c93ad391280264,1.794477e-05,2.008709e-06,1.3163953e-05
0.00061437243,0.0029377954,0.002221417,0.00059802434,0.00039189102,04032354373b44b3a814c8d3acd3fedc,0.0013527,0.00061437243,0.0011312017
1.1156994e-05,1.9868658e-06,7.453336e-07,1.3936684e-05,1.3414129e-06,040877407d044061a3a63cb3c64e0c61,5.833458e-06,1.9868658e-06,4.6794803e-06
4.7037985e-05,8.045597e-05,0.00011776929,4.0682586e-05,0.00022749082,040e521f0fa046cd9388f9adfc412127,0.00010268732,8.045597e-05,9.601791e-05
0.9999907,0.99999464,0.99999034,0.99998724,0.9999672,040f61a7cbe545c185636bec066aa5d8,0.999986,0.99999034,0.99998736
7.708972e-06,4.342573e-06,5.232112e-06,5.3472863e-06,2.236214e-06,0418765a065343a58c30cb7142331637,4.9734317e-06,5.232112e-06,5.051036e-06
6.6547136e-06,1.7634768e-05,9.321954e-06,1.0684673e-05,3.487321e-05,041fc43b86d244959cd33588f4da2892,1.5833863e-05,1.0684673e-05,1.4289106e-05
1.8855844e-05,1.5367863e-07,2.7552476e-05,1.279876e-05,0.00010387531,042d6a6e24684fa3bbbc55744c1329c1,3.2647215e-05,1.8855844e-05,2.8509803e-05
2.0693893e-05,5.928682e-06,7.388598e-06,9.6458225e-06,4.0622954e-06,042f212feb044471853f0dc316cbed0c,9.543858e-06,7.388598e-06,8.89728e-06
0.99997246,0.99997604,0.99994123,0.99996495,0.9999902,0438248df2bf4d95b55cb9f8815a4f50,0.999969,0.99997246,0.9999701
0.00013151673,0.00015150163,9.640944e-05,0.00017757964,8.6515975e-05,043e24c112b84d3cb3a4bc76f10dc840,0.00012870468,0.00013151673,0.0001295483
3.1918953e-05,8.603789e-05,1.4431072e-05,2.9982335e-05,8.792523e-05,0442752b6ac7479b839807ad9df1ca3b,5.00591e-05,3.1918953e-05,4.461706e-05
0.99994755,0.9999864,0.999907,0.99995744,0.9999852,0442fb38c3144b80a91602219eb4a7e7,0.9999567,0.99995744,0.99995697
0.9999709,0.999972,0.99996126,0.99997413,0.9999678,044df706ea5c41efacb15c448f1999b8,0.9999693,0.9999709,0.99996984
3.298069e-05,9.970916e-06,8.349386e-07,1.4369426e-05,1.3078662e-05,044fef64506d44d0ae54e3e29f2d8bf6,1.4246927e-05,1.3078662e-05,1.3896448e-05
0.9999249,0.9999776,0.9999033,0.9999175,0.99988437,04522f5c0e054f1da424ad397ac31a7e,0.9999216,0.9999175,0.9999204
5.9492777e-05,2.437937e-05,2.6623986e-05,4.7790494e-05,7.539607e-06,04582fc5aab2401192621a36f639cfee,3.3165248e-05,2.6623986e-05,3.1202868e-05
5.3268217e-05,8.2751496e-05,0.00017210537,6.942128e-05,0.00017273008,0462484277f64026baf15784452faf16,0.0001100553,8.2751496e-05,0.000101864156
0.999979,0.99998987,0.99995553,0.99997735,0.99990225,04752e0c8abe4662a8fc36e2446dcae8,0.9999608,0.99997735,0.9999657
0.002396797,0.002821931,0.0001529981,0.0022669295,0.0010549141,04769cb4349f4b6291b795d3db942797,0.0017387138,0.0022669295,0.0018971785
0.9999355,0.99997497,0.9999924,0.9999237,0.99990165,047d38cfcb824a02bf96643585e6d5d9,0.99994564,0.9999355,0.99994266
0.999969,0.99997306,0.99997663,0.9999759,0.99997556,047f31269d3a4a989a587b1d72bdf26a,0.9999741,0.99997556,0.99997455
0.99999726,0.99999285,0.999997,0.9999982,0.9999924,0484f81ebb054811b9f7041e883ac082,0.9999955,0.999997,0.999996
0.999982,0.9999896,0.99999726,0.99998045,0.9999982,04939110349c4f5ab21fd5b7d8e960c9,0.9999895,0.9999896,0.99998957
0.0019761268,0.0012592642,0.0063750385,0.0022629641,0.005454089,049e00cc988145c5b7bf4fdaaf2de2ad,0.0034654965,0.0022629641,0.0031047368
0.999974,0.99998856,0.9999845,0.9999827,0.9999088,04a50005d0214b6aba9aec58576506aa,0.99996775,0.9999827,0.9999722
1.9680321e-05,3.368753e-06,2.0935286e-05,1.4949583e-05,4.9366217e-06,04a8f92d6dbc4fe1864467c7c715e5df,1.2774112e-05,1.4949583e-05,1.3426753e-05
2.2487297e-05,3.4318848e-06,1.7667696e-06,2.411491e-05,1.23672235e-05,04b64a5bb4bc4cdf9fb6d3d88a138879,1.2833616e-05,1.23672235e-05,1.2693698e-05
0.00033191533,0.00017582519,1.434478e-05,0.00035425223,1.1281469e-05,04bf8211c6fb442ea6acced0716d542a,0.00017752379,0.00017582519,0.00017701421
4.2531105e-05,0.00012475812,0.00023777831,2.4712628e-05,0.00035148903,04c18bb07ce047148d9b460c75fcf3d1,0.00015625384,0.00012475812,0.00014680513
0.9999541,0.9998479,0.99994326,0.99994195,0.99985075,04c3657219244fbc80c244a887aaef40,0.9999076,0.99994195,0.9999179
0.9999833,0.9999876,0.99998105,0.9999869,0.99998724,04c63a815a7f46208cc428ea1d36d432,0.9999852,0.9999869,0.9999857
0.9999341,0.99985826,0.9998728,0.9999318,0.99994445,04c7f5ead5474a0eaef4713fe7311696,0.99990827,0.9999318,0.99991536
1.1325322e-06,7.1184695e-07,7.649197e-07,4.7538825e-07,2.3528762e-07,04c8409d395c407f94465d82f6c90d43,6.6399497e-07,7.1184695e-07,6.7835055e-07
0.00019577623,4.52753e-05,6.971184e-05,0.00021113252,0.0014856834,04d10d2ed2334e4089f81b21733346f2,0.00040151583,0.00019577623,0.00033979394
0.9999372,0.99997485,0.9997898,0.9999186,0.9999778,04e17e093c7e487ea98444b94861aeb6,0.9999197,0.9999372,0.99992496
0.99997187,0.99997354,0.99990225,0.9999695,0.999985,04ebeccb490f4b199c09d14e95637e5d,0.9999604,0.99997187,0.9999639
0.00023448098,9.4247574e-05,0.000704694,0.00017309249,0.0011482561,04f247901a194569bb4921aa3a959c4f,0.00047095423,0.00023448098,0.00040001224
8.437005e-05,0.00015294338,0.00023726514,6.5482745e-05,0.00092755817,04f448ad7fe744ca87f4e0f5f5064c91,0.0002935239,0.00015294338,0.00025134973
0.99999714,0.99998343,0.9999913,0.9999968,0.9999865,04f60ef0cb5d4666af5f66108e199367,0.99999106,0.9999913,0.9999911
0.99994755,0.9999703,0.9996092,0.9999454,0.99164283,04fe77c176834d968914d24a571ceec2,0.998223,0.9999454,0.9987397
8.7418346e-05,0.00013031607,1.9802788e-05,0.00021239933,0.00014930686,04ffd936f0624f54917ff96758300b60,0.00011984868,0.00013031607,0.0001229889
0.00030048942,0.0012001347,0.0014600347,0.00043512776,0.0012624761,05087bb9bfe140f2816ae4ddbb994f41,0.0009316526,0.0012001347,0.0010121972
0.0009513457,2.9254876e-05,4.8358877e-05,0.0003621743,0.0015135874,050abdfcdbcd4b54a1970c8d86932ae4,0.00058094424,0.0003621743,0.00051531324
0.00010923002,6.358425e-05,3.5494998e-06,7.8331446e-05,0.00042998962,0515e08e4ac145cfb90ee1da69a7d0ed,0.00013693697,7.8331446e-05,0.00011935532
0.9997615,0.99989176,0.9996778,0.9998634,0.9984761,051b301001774c70b24ccff614fbf59d,0.99953413,0.9997615,0.9996023
3.6824047e-06,1.9485499e-06,3.6824047e-06,9.151824e-06,1.2888462e-06,0525126f78fa4ed38ec3ed3f20745dd8,3.950806e-06,3.6824047e-06,3.8702856e-06
0.0007545628,0.00044118686,0.00053554797,0.0004394647,8.980839e-05,052c3e94d6354d51a8f045c493f2d21c,0.00045211412,0.00044118686,0.00044883596
1.4146486e-06,1.6384469e-06,9.794956e-08,1.2865473e-06,1.4547448e-06,0532e015642f4ccab8da8463eba0cc00,1.1784675e-06,1.4146486e-06,1.2493219e-06
0.7234561,0.9749742,0.87694263,0.67544305,0.24802943,054790cfaf9e4f089aca2b969770ffdb,0.6997691,0.7234561,0.7068752
0.0004983085,0.0009818812,0.002384271,0.00057991507,0.003837734,054eb5d4970242e5a0027c7abf41b24f,0.001656422,0.0009818812,0.0014540597
0.99999976,0.99999964,0.99999964,0.99999976,0.9999999,0554292a01514651837f2f3da6aa507f,0.9999997,0.99999976,0.99999976
3.9391503e-05,2.4734767e-05,6.882785e-06,2.3743747e-05,0.00019463268,0555023f6b2a4f8c90fee4d44d67fbc8,5.78771e-05,2.4734767e-05,4.7934398e-05
0.00085293275,0.0035147285,0.008448123,0.000854541,0.03308103,055ba0a653304f68916a1a04e7bd1ca3,0.009350271,0.0035147285,0.0075996085
0.00077690947,0.0015728539,0.0035464761,0.00040750476,0.02807027,055c93f59e014d5bb893a69c3e65b5ec,0.0068748025,0.0015728539,0.0052842177
4.3452073e-06,2.043074e-05,1.9959489e-05,8.653142e-06,1.1081674e-05,056673db9d744735861815e236ebb754,1.289405e-05,1.1081674e-05,1.2350337e-05
0.9999777,0.9999765,0.9999777,0.9999827,0.9999708,057395d332c44bd48f134ccb30c48f1d,0.9999771,0.9999777,0.9999773
1.4971941e-05,4.742675e-06,3.1408683e-06,1.233868e-05,1.7703956e-05,05783b5b30d243ce9d641a0d2dce46f9,1.0579623e-05,1.233868e-05,1.11073405e-05
0.0015026361,0.0018877975,0.0037277373,0.0018970709,0.0048807785,057e96e615e346d68640816a15ad2af3,0.002779204,0.0018970709,0.002514564
0.9999777,0.99996936,0.99999034,0.99997354,0.9998797,058bb99baca34462ab7f125ca8a17e98,0.99995816,0.99997354,0.9999628
0.00024897672,0.00020329977,0.00046231793,0.00024983063,0.0005066775,059300c15e5f4e1cb0fdb5dd4b039055,0.00033422053,0.00024983063,0.00030890357
0.9999223,0.99996006,0.999962,0.99988747,0.9999515,05a631296e4f4355b466435bd899db0d,0.9999367,0.9999515,0.9999412
0.9999707,0.99998236,0.9999534,0.9999701,0.9999716,05afdb3fe22a4b7f96a100ab5b1390bd,0.99996966,0.9999707,0.99996996
0.99999547,0.99999905,0.99999726,0.9999944,0.999997,05b1351531b04cec8ae615d7dd7620cc,0.99999666,0.999997,0.9999968
0.9998903,0.9999521,0.999851,0.99988246,0.9999262,05b8b32c10004e0a8f1bf60a35595426,0.99990046,0.9998903,0.9998974
0.99990404,0.9999428,0.9999726,0.9998802,0.99995387,05be472a0058459590e8bb204541804c,0.9999307,0.9999428,0.9999343
0.00021310402,0.00031739802,0.0002385292,0.00013893032,6.737197e-05,05d07f1a4c1c426d85a0c854df211098,0.0001950667,0.00021310402,0.0002004779
0.008067458,0.0068812813,0.00033056058,0.007019502,0.00074524555,05d7cf54388f45d7a7ffa2b69d740ae7,0.0046088095,0.0068812813,0.005290551
0.9998996,0.9998753,0.99994993,0.9999224,0.9996886,05db9a8196b645479255ced182f2bc96,0.99986714,0.9998996,0.9998769
1.8886496e-06,5.0299514e-06,1.7727152e-05,2.3627663e-06,1.3769151e-06,05eae6a50ffe452d9528d03a6910a712,5.677087e-06,2.3627663e-06,4.682791e-06
0.0014274966,0.0009766723,0.00031834748,0.003172428,0.0045386255,05eb9092c4e0448986f77059609fe871,0.002086714,0.0014274966,0.0018889487
8.844137e-06,9.6726935e-06,1.7778026e-05,2.2006066e-06,7.23786e-06,05ecba05bf3a433085889b816df532aa,9.1466645e-06,8.844137e-06,9.055906e-06
0.00017159052,0.00039531337,0.00027176854,0.00014499643,0.003955864,05f14fb0ba484abe99e778c80af9a6c9,0.0009879066,0.00027176854,0.00077306514
0.99997663,0.9999783,0.99997246,0.99998343,0.9999589,05f2af3c8c384780930ffd8f622da374,0.99997395,0.99997663,0.9999747
